author,antibiotic_category,year,num_resistant,num_total,troy_pooled_prev,logit_event_rate,std_err,variance,inverse_N,major_source,tri_source,natl_income,tri_income,country,antibioic_abb,antibiotic,sub_clinical,sub_WW2,sub_WW3,sub_seafood,sub_aquaculture,sub_DW,sub_SW,sub_agr,agr_farm,A_Wa2000,A_Wa2015,A_Wa_ratio,DID2000,EPI,HLT,AIR,H2O,HMT,WMG,BDH,ECS,FSH,CCH,APE,WRS,WWT
Skwor et al.,3rd gen,2020,1,65,0.0154,-4.158883083,1.007782219,1.015625,0.015384615,Wastewater,Environment,4,75-100,USA,3rd CEF,Cefotaxime,Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Skwor et al.,carbapenem,2020,0,65,0.0076,-4.875197323,1.419601062,2.015267176,0.015384615,Wastewater,Environment,4,75-100,USA,CARB,Meropenem,Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Skwor et al.,Chloramphenicol,2020,2,65,0.0308,-3.449987546,0.718243006,0.515873016,0.015384615,Wastewater,Environment,4,75-100,USA,CHL,Chloramphenicol,Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Skwor et al.,Ciprofloxacin,2020,1,65,0.0154,-4.158883083,1.007782219,1.015625,0.015384615,Wastewater,Environment,4,75-100,USA,CIP,Ciprofloxacin,Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Skwor et al.,Gentamicin,2020,0,65,0.0076,-4.875197323,1.419601062,2.015267176,0.015384615,Wastewater,Environment,4,75-100,USA,GEN,Gentamicin,Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Skwor et al.,SXT,2020,7,65,0.1077,-2.114532861,0.400123134,0.160098522,0.015384615,Wastewater,Environment,4,75-100,USA,SXT,sulfamethoxazole-Trimethoprim (SXT),Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Skwor et al.,tetracycline,2020,7,65,0.1077,-2.114532861,0.400123134,0.160098522,0.015384615,Wastewater,Environment,4,75-100,USA,TET,Tetracycline,Blank,Treated,Treated,Blank,Blank,Blank,Blank,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Rawal et al. 2016,Chloramphenicol,2016,0,14,0.0333,-3.36729583,1.438389904,2.068965517,0.071428571,Surface water ,Environment,2,0-50,India,CHL,Chloramphenicol,Blank,Blank,Blank,Blank,Blank,Blank,Lakes,Blank,Blank,1.5,0.4,3.75,2.8,27.6,16.3,13.4,19.4,21,16.1,33.7,33.8,16.9,45,37.1,2.2,2.2
Rawal et al. 2016,Ciprofloxacin,2016,0,14,0.0333,-3.36729583,1.438389904,2.068965517,0.071428571,Surface water ,Environment,2,0-50,India,CIP,Ciprofloxacin,Blank,Blank,Blank,Blank,Blank,Blank,Lakes,Blank,Blank,1.5,0.4,3.75,2.8,27.6,16.3,13.4,19.4,21,16.1,33.7,33.8,16.9,45,37.1,2.2,2.2
Rawal et al. 2016,Erythromycin,2016,9,14,0.6429,0.587786665,0.557773351,0.311111111,0.071428571,Surface water ,Environment,2,0-50,India,ERY,Erythromycin,Blank,Blank,Blank,Blank,Blank,Blank,Lakes,Blank,Blank,1.5,0.4,3.75,2.8,27.6,16.3,13.4,19.4,21,16.1,33.7,33.8,16.9,45,37.1,2.2,2.2
Rawal et al. 2016,Gentamicin,2016,0,14,0.0333,-3.36729583,1.438389904,2.068965517,0.071428571,Surface water ,Environment,2,0-50,India,GEN,Gentamicin,Blank,Blank,Blank,Blank,Blank,Blank,Lakes,Blank,Blank,1.5,0.4,3.75,2.8,27.6,16.3,13.4,19.4,21,16.1,33.7,33.8,16.9,45,37.1,2.2,2.2
Rawal et al. 2016,tetracycline,2016,0,14,0.0333,-3.36729583,1.438389904,2.068965517,0.071428571,Surface water ,Environment,2,0-50,India,TET,Tetracycline,Blank,Blank,Blank,Blank,Blank,Blank,Lakes,Blank,Blank,1.5,0.4,3.75,2.8,27.6,16.3,13.4,19.4,21,16.1,33.7,33.8,16.9,45,37.1,2.2,2.2
Buyukkaya-Kayis et al. 2018,carbapenem,2018,83,186,0.4462,-0.21588838,0.147502307,0.021756931,0.005376344,Surface water ,Environment,3,50-75,Turkey,CARB,Meropenem,Blank,Blank,Blank,Blank,Blank,Blank,Lakes,Blank,Blank,1.5,0.9,1.67,9.3,42.6,51.3,49.5,52.6,61.5,48.5,15.1,37.1,10.8,49.3,84,30.4,30.4
Buyukkaya-Kayis et al 2018,Chloramphenicol,2018,69,186,0.371,-0.52806743,0.151788544,0.023039762,0.005376344,Surface water ,Environment,3,50-75,Turkey,CHL,Chloramphenicol,Blank,Blank,Blank,Blank,Blank,Blank,Lakes,Blank,Blank,1.5,0.9,1.67,9.3,42.6,51.3,49.5,52.6,61.5,48.5,15.1,37.1,10.8,49.3,84,30.4,30.4
Buyukkaya-Kayis et al 2018,Gentamicin,2018,73,186,0.3925,-0.436928378,0.15016054,2.25E-02,0.005376344,Surface water ,Environment,3,50-75,Turkey,GEN,Gentamicin,Blank,Blank,Blank,Blank,Blank,Blank,Lakes,Blank,Blank,1.5,0.9,1.67,9.3,42.6,51.3,49.5,52.6,61.5,48.5,15.1,37.1,10.8,49.3,84,30.4,30.4
Buyukkaya-Kayis et al 2018,SXT,2018,70,186,0.3763,-0.505094949,0.151348617,2.29E-02,0.005376344,Surface water ,Environment,3,50-75,Turkey,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Blank,Blank,Blank,Lakes,Blank,Blank,1.5,0.9,1.67,9.3,42.6,51.3,49.5,52.6,61.5,48.5,15.1,37.1,10.8,49.3,84,30.4,30.4
Buyukkaya-Kayis et al 2018,tetracycline,2018,61,186,0.328,-0.717439873,0.156184002,2.44E-02,0.005376344,Surface water ,Environment,3,50-75,Turkey,TET,Tetracycline,Blank,Blank,Blank,Blank,Blank,Blank,Lakes,Blank,Blank,1.5,0.9,1.67,9.3,42.6,51.3,49.5,52.6,61.5,48.5,15.1,37.1,10.8,49.3,84,30.4,30.4
Warren et al. 2004,SXT,2004,4,151,0.0265,-3.604138226,0.506757063,0.256802721,0.006622517,Surface water ,Environment,4,75-100,USA,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Blank,Blank,Blank,Lakes,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Warren et al. 2004,tetracycline,2004,4,151,0.0265,-3.604138226,0.506757063,0.256802721,0.006622517,Surface water ,Environment,4,75-100,USA,TET,Tetracycline,Blank,Blank,Blank,Blank,Blank,Blank,Lakes,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Bhowmik et al. 2009,Chloramphenicol,2009,0,21,0.0227,-3.761200116,1.430563395,2.046511628,0.047619048,Surface water ,Environment,2,0-50,India,CHL,Chloramphenicol,Blank,Blank,Blank,Blank,Blank,Blank,Mixed,Blank,Blank,1.5,0.4,3.75,2.8,27.6,16.3,13.4,19.4,21,16.1,33.7,33.8,16.9,45,37.1,2.2,2.2
Bhowmik et al. 2009,Gentamicin,2009,3,21,0.1429,-1.791759469,0.623609564,0.388888889,0.047619048,Surface water ,Environment,2,0-50,India,GEN,Gentamicin,Blank,Blank,Blank,Blank,Blank,Blank,Mixed,Blank,Blank,1.5,0.4,3.75,2.8,27.6,16.3,13.4,19.4,21,16.1,33.7,33.8,16.9,45,37.1,2.2,2.2
Bhowmik et al. 2009,SXT,2009,2,21,0.0952,-2.251291799,0.743391942,0.552631579,0.047619048,Surface water ,Environment,2,0-50,India,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Blank,Blank,Blank,Mixed,Blank,Blank,1.5,0.4,3.75,2.8,27.6,16.3,13.4,19.4,21,16.1,33.7,33.8,16.9,45,37.1,2.2,2.2
Bhowmik et al. 2009,tetracycline,2009,15,21,0.7143,0.916290732,0.483045892,0.233333333,0.047619048,Surface water ,Environment,2,0-50,India,TET,Tetracycline,Blank,Blank,Blank,Blank,Blank,Blank,Mixed,Blank,Blank,1.5,0.4,3.75,2.8,27.6,16.3,13.4,19.4,21,16.1,33.7,33.8,16.9,45,37.1,2.2,2.2
Huddleston et al. 2006,tetracycline,2006,0,104,0.0048,-5.342334252,1.417592811,2.009569378,0.009615385,Surface water ,Environment,4,75-100,USA,TET,Tetracycline,Blank,Blank,Blank,Blank,Blank,Blank,Mixed,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Li et al. 2014,3rd gen,2014,20,64,0.3125,-0.78845736,0.269679945,7.27E-02,0.015625,Surface water ,Environment,3,50-75,China,3rd CEF,Ceftriaxone,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.3,0.5,2.6,1.6,37.3,41.8,27.1,59.4,37.6,51.8,19,34.3,18,46.3,58.6,9.4,9.4
Li et al. 2014,carbapenem,2014,14,64,0.2188,-1.272965676,0.302371578,9.14E-02,0.015625,Surface water ,Environment,3,50-75,China,CARB,Imipenem,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.3,0.5,2.6,1.6,37.3,41.8,27.1,59.4,37.6,51.8,19,34.3,18,46.3,58.6,9.4,9.4
Li et al. 2014,Chloramphenicol,2014,6,64,0.0938,-2.268683541,0.428845014,0.183908046,0.015625,Surface water ,Environment,3,50-75,China,CHL,Chloramphenicol,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.3,0.5,2.6,1.6,37.3,41.8,27.1,59.4,37.6,51.8,19,34.3,18,46.3,58.6,9.4,9.4
Li et al. 2014,Ciprofloxacin,2014,4,64,0.0625,-2.708050201,0.516397779,0.266666667,0.015625,Surface water ,Environment,3,50-75,China,CIP,Ciprofloxacin,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.3,0.5,2.6,1.6,37.3,41.8,27.1,59.4,37.6,51.8,19,34.3,18,46.3,58.6,9.4,9.4
Li et al. 2014,Gentamicin,2014,12,64,0.1875,-1.466337069,0.320256308,0.102564103,0.015625,Surface water ,Environment,3,50-75,China,GEN,Gentamicin,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.3,0.5,2.6,1.6,37.3,41.8,27.1,59.4,37.6,51.8,19,34.3,18,46.3,58.6,9.4,9.4
Li et al. 2014,tetracycline,2014,27,64,0.4219,-0.315081047,0.253108799,6.41E-02,0.015625,Surface water ,Environment,3,50-75,China,TET,Tetracycline,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.3,0.5,2.6,1.6,37.3,41.8,27.1,59.4,37.6,51.8,19,34.3,18,46.3,58.6,9.4,9.4
Sharma et al. 2005,3rd gen,2005,13,30,0.4333,-0.268263987,0.368438063,0.135746606,0.033333333,Surface water ,Environment,2,0-50,India,3rd CEF,Cefotaxime,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.5,0.4,3.75,2.8,27.6,16.3,13.4,19.4,21,16.1,33.7,33.8,16.9,45,37.1,2.2,2.2
Sharma et al. 2005,Chloramphenicol,2005,17,30,0.5667,0.268263987,0.368438063,0.135746606,0.033333333,Surface water ,Environment,2,0-50,India,CHL,Chloramphenicol,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.5,0.4,3.75,2.8,27.6,16.3,13.4,19.4,21,16.1,33.7,33.8,16.9,45,37.1,2.2,2.2
Sharma et al. 2005,Ciprofloxacin,2005,5,30,0.1667,-1.609437912,0.489897949,0.24,0.033333333,Surface water ,Environment,2,0-50,India,CIP,Ciprofloxacin,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.5,0.4,3.75,2.8,27.6,16.3,13.4,19.4,21,16.1,33.7,33.8,16.9,45,37.1,2.2,2.2
Sharma et al. 2005,Gentamicin,2005,0,30,0.0161,-4.110873864,1.425758354,2.032786885,0.033333333,Surface water ,Environment,2,0-50,India,GEN,Gentamicin,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.5,0.4,3.75,2.8,27.6,16.3,13.4,19.4,21,16.1,33.7,33.8,16.9,45,37.1,2.2,2.2
Sharma et al. 2005,SXT,2005,13,30,0.4333,-0.268263987,0.368438063,0.135746606,0.033333333,Surface water ,Environment,2,0-50,India,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.5,0.4,3.75,2.8,27.6,16.3,13.4,19.4,21,16.1,33.7,33.8,16.9,45,37.1,2.2,2.2
Evangelista-barreto et al. 2010,3rd gen,2010,0,38,0.0128,-4.343805422,1.423367144,2.025974026,0.026315789,Surface water ,Environment,3,50-75,Brazil,3rd CEF,Ceftriaxone,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Evangelista-barreto et al. 2010,Chloramphenicol,2010,0,38,0.0128,-4.343805422,1.423367144,2.025974026,0.026315789,Surface water ,Environment,3,50-75,Brazil,CHL,Chloramphenicol,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Evangelista-barreto et al. 2010,Ciprofloxacin,2010,0,38,0.0128,-4.343805422,1.423367144,2.025974026,0.026315789,Surface water ,Environment,3,50-75,Brazil,CIP,Ciprofloxacin,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Evangelista-barreto et al. 2010,SXT,2010,20,38,0.5263,0.105360516,0.324893145,0.105555556,0.026315789,Surface water ,Environment,3,50-75,Brazil,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Evangelista-barreto et al. 2010,tetracycline,2010,4,38,0.1053,-2.140066163,0.52859414,0.279411765,0.026315789,Surface water ,Environment,3,50-75,Brazil,TET,Tetracycline,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,3.7,1.5,2.47,2.7,51.2,49.7,50,46.1,58.9,65.8,78.1,27.9,8.3,51.7,54,49.3,49.3
Verburg et al. 2019,Ciprofloxacin,2019,5,372,0.0134,-4.295923936,0.450249704,0.202724796,0.002688172,Surface water ,Environment,4,75-100,Netherlands,CIP,Ciprofloxacin,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,2,2.2,0.91,6.9,75.3,91,82.4,100,95.1,100,83.7,42.8,13.1,65.8,100,100,100
Verburg et al. 2019,Gentamicin,2019,6,372,0.0161,-4.110873864,0.411580985,0.169398907,0.002688172,Surface water ,Environment,4,75-100,Netherlands,GEN,Gentamicin,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,2,2.2,0.91,6.9,75.3,91,82.4,100,95.1,100,83.7,42.8,13.1,65.8,100,100,100
Verburg et al. 2019,SXT,2019,12,372,0.0323,-3.401197382,0.293446948,8.61E-02,0.002688172,Surface water ,Environment,4,75-100,Netherlands,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,2,2.2,0.91,6.9,75.3,91,82.4,100,95.1,100,83.7,42.8,13.1,65.8,100,100,100
Usui et al. 2016,3rd gen,2016,1,46,0.0217,-3.80666249,1.011050059,1.022222222,0.02173913,Surface water ,Environment,3,50-75,Thailand,3rd CEF,Cefotaxime,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Usui et al. 2016,Ciprofloxacin,2016,1,46,0.0217,-3.80666249,1.011050059,1.022222222,0.02173913,Surface water ,Environment,3,50-75,Thailand,CIP,Ciprofloxacin,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Usui et al. 2016,tetracycline,2016,9,46,0.1957,-1.413693335,0.371669394,0.138138138,0.02173913,Surface water ,Environment,3,50-75,Thailand,TET,Tetracycline,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Skwor et al. 2020,3rd gen,2020,0,144,0.0034,-5.666426688,1.416658186,2.006920415,0.006944444,Surface water ,Environment,4,75-100,USA,3rd CEF,Cefotaxime,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Skwor et al. 2020,carbapenem,2020,0,144,0.0034,-5.666426688,1.416658186,2.006920415,0.006944444,Surface water ,Environment,4,75-100,USA,CARB,Meropenem,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Skwor et al. 2020,Chloramphenicol,2020,2,144,0.0139,-4.262679877,0.712068995,0.507042254,0.006944444,Surface water ,Environment,4,75-100,USA,CHL,Chloramphenicol,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Skwor et al. 2020,Ciprofloxacin,2020,0,144,0.0034,-5.666426688,1.416658186,2.006920415,0.006944444,Surface water ,Environment,4,75-100,USA,CIP,Ciprofloxacin,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Skwor et al. 2020,Gentamicin,2020,0,144,0.0034,-5.666426688,1.416658186,2.006920415,0.006944444,Surface water ,Environment,4,75-100,USA,GEN,Gentamicin,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Skwor et al. 2020,SXT,2020,0,144,0.0034,-5.666426688,1.416658186,2.006920415,0.006944444,Surface water ,Environment,4,75-100,USA,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Skwor et al. 2020,tetracycline,2020,3,144,0.0208,-3.850147602,0.583459966,0.340425532,0.006944444,Surface water ,Environment,4,75-100,USA,TET,Tetracycline,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Cisar et al. 2014,Chloramphenicol,2014,1,352,0.0028,-5.860786223,1.001423488,1.002849003,0.002840909,Surface water ,Environment,4,75-100,USA,CHL,Chloramphenicol,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Cisar et al. 2014,Ciprofloxacin,2014,1,352,0.0028,-5.860786223,1.001423488,1.002849003,0.002840909,Surface water ,Environment,4,75-100,USA,CIP,Ciprofloxacin,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Cisar et al. 2014,tetracycline,2014,5,352,0.0142,-4.239886868,0.450424072,0.202881844,0.002840909,Surface water ,Environment,4,75-100,USA,TET,Tetracycline,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.8,2.1,0.86,18.4,69.3,82.8,84.2,86.1,75.9,48.3,67.5,26.8,6.6,71.4,100,58.9,58.9
Imziln et al. 2001,3rd gen,2001,24,622,0.0386,-3.215536924,0.208179988,4.33E-02,0.001607717,Surface water ,Environment,2,0-50,Morocco,3rd CEF,Cefotaxime,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,4.4,3.2,1.38,5.5,42.3,33.3,27,40.8,28.9,39.6,67.4,40.8,16.7,48.7,80.5,5.4,5.4
Imziln et al. 2001,Chloramphenicol,2001,11,622,0.0177,-4.017201686,0.304213333,9.25E-02,0.001607717,Surface water ,Environment,2,0-50,Morocco,CHL,Chloramphenicol,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,4.4,3.2,1.38,5.5,42.3,33.3,27,40.8,28.9,39.6,67.4,40.8,16.7,48.7,80.5,5.4,5.4
Imziln et al. 2001,Erythromycin,2001,79,622,0.127,-1.927661467,0.120415317,1.45E-02,0.001607717,Surface water ,Environment,2,0-50,Morocco,ERY,Erythromycin,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,4.4,3.2,1.38,5.5,42.3,33.3,27,40.8,28.9,39.6,67.4,40.8,16.7,48.7,80.5,5.4,5.4
Imziln et al. 2001,Gentamicin,2001,0,622,0.0008,-7.126890809,1.414781406,2.001606426,0.001607717,Surface water ,Environment,2,0-50,Morocco,GEN,Gentamicin,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,4.4,3.2,1.38,5.5,42.3,33.3,27,40.8,28.9,39.6,67.4,40.8,16.7,48.7,80.5,5.4,5.4
Imziln et al. 2001,SXT,2001,24,622,0.0386,-3.215536924,0.208179988,4.33E-02,0.001607717,Surface water ,Environment,2,0-50,Morocco,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,4.4,3.2,1.38,5.5,42.3,33.3,27,40.8,28.9,39.6,67.4,40.8,16.7,48.7,80.5,5.4,5.4
Imziln et al. 2001,tetracycline,2001,10,622,0.0161,-4.11414719,0.318800858,0.101633987,0.001607717,Surface water ,Environment,2,0-50,Morocco,TET,Tetracycline,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,4.4,3.2,1.38,5.5,42.3,33.3,27,40.8,28.9,39.6,67.4,40.8,16.7,48.7,80.5,5.4,5.4
Matyar et al. 2007,carbapenem,2007,49,97,0.5052,2.06E-02,0.203080025,4.12E-02,0.010309278,Surface water ,Environment,3,50-75,Turkey,CARB,Imipenem,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.5,0.9,1.67,9.3,42.6,51.3,49.5,52.6,61.5,48.5,15.1,37.1,10.8,49.3,84,30.4,30.4
Matyar et al. 2007,Chloramphenicol,2007,11,97,0.1134,-2.056452023,0.320213988,0.102536998,0.010309278,Surface water ,Environment,3,50-75,Turkey,CHL,Chloramphenicol,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.5,0.9,1.67,9.3,42.6,51.3,49.5,52.6,61.5,48.5,15.1,37.1,10.8,49.3,84,30.4,30.4
Matyar et al. 2007,Gentamicin,2007,7,97,0.0722,-2.553899521,0.392387887,0.153968254,0.010309278,Surface water ,Environment,3,50-75,Turkey,GEN,Gentamicin,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.5,0.9,1.67,9.3,42.6,51.3,49.5,52.6,61.5,48.5,15.1,37.1,10.8,49.3,84,30.4,30.4
Matyar et al. 2007,SXT,2007,67,98,0.6837,0.770705415,0.217217489,4.72E-02,0.010204082,Surface water ,Environment,3,50-75,Turkey,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.5,0.9,1.67,9.3,42.6,51.3,49.5,52.6,61.5,48.5,15.1,37.1,10.8,49.3,84,30.4,30.4
Matyar et al. 2007,tetracycline,2007,14,96,0.1458,-1.767661918,0.289177616,8.36E-02,0.010416667,Surface water ,Environment,3,50-75,Turkey,TET,Tetracycline,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.5,0.9,1.67,9.3,42.6,51.3,49.5,52.6,61.5,48.5,15.1,37.1,10.8,49.3,84,30.4,30.4
Azevedo et al. 2013,carbapenem,2013,1,17,0.0588,-2.772588722,1.030776406,1.0625,0.058823529,Surface water ,Environment,4,75-100,Portugal,CARB,Imipenem,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.3,1.7,0.76,11.8,67,83.4,84.4,83.4,65.3,90.2,73,7.4,33.1,63.3,93.5,55,55
Azevedo et al. 2013,Chloramphenicol,2013,0,17,0.0278,-3.555348061,1.434274331,2.057142857,0.058823529,Surface water ,Environment,4,75-100,Portugal,CHL,Chloramphenicol,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.3,1.7,0.76,11.8,67,83.4,84.4,83.4,65.3,90.2,73,7.4,33.1,63.3,93.5,55,55
Azevedo et al. 2013,Gentamicin,2013,0,17,0.0278,-3.555348061,1.434274331,2.057142857,0.058823529,Surface water ,Environment,4,75-100,Portugal,GEN,Gentamicin,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.3,1.7,0.76,11.8,67,83.4,84.4,83.4,65.3,90.2,73,7.4,33.1,63.3,93.5,55,55
Azevedo et al. 2013,SXT,2013,0,17,0.0278,-3.555348061,1.434274331,2.057142857,0.058823529,Surface water ,Environment,4,75-100,Portugal,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.3,1.7,0.76,11.8,67,83.4,84.4,83.4,65.3,90.2,73,7.4,33.1,63.3,93.5,55,55
Azevedo et al. 2013,tetracycline,2013,3,17,0.1765,-1.540445041,0.63620901,0.404761905,0.058823529,Surface water ,Environment,4,75-100,Portugal,TET,Tetracycline,Blank,Blank,Blank,Blank,Blank,Blank,Rivers,Blank,Blank,1.3,1.7,0.76,11.8,67,83.4,84.4,83.4,65.3,90.2,73,7.4,33.1,63.3,93.5,55,55
